Isolate,total,rif,inh,emb,pza,str,cap,amk,cip,kan,levo,oflx,pas,eth,unknown
1773.18329_sus,14,2,2,4,0,3,0,0,0,0,0,0,0,1,2
1773.18354_sus,10,2,2,0,0,2,0,0,0,0,1,0,0,1,2
1773.18430_sus,6,1,1,1,0,2,0,0,0,0,0,0,0,0,1
1773.18345_sus,10,2,2,0,0,3,0,0,0,0,0,0,0,1,2
1773.18357_sus,5,1,1,0,0,2,0,0,0,0,0,0,0,0,1
1773.18331_res,10,2,2,0,0,2,0,0,0,0,1,0,0,1,2
1773.18334_res,13,2,2,4,0,3,0,0,0,0,0,0,0,1,1
1773.18486_res,11,1,1,1,1,4,1,1,0,1,1,0,0,0,-1
1773.18370_res,11,1,1,1,1,4,1,1,0,1,1,0,0,1,-2
TB_S36_final_variants,9,1,0,0,0,3,0,0,0,0,0,0,0,0,5
Peru3425_R1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,2
1733.7492_res,10,1,1,2,0,2,0,0,0,0,0,0,0,0,4
Peru5455,13,5,2,2,0,2,0,0,0,0,0,0,0,1,1
1773.18345_res,10,2,2,0,0,3,0,0,0,0,0,0,0,1,2
1773.18569_res,6,1,1,1,0,2,0,0,0,0,0,0,0,0,1
1773.18306_res,13,2,2,4,0,3,0,0,0,0,0,0,0,1,1
1773.18329_res,14,2,2,4,0,3,0,0,0,0,0,0,0,1,2
1773.18601_sus,9,1,1,3,1,2,0,0,0,0,0,0,0,0,1
1773.18529_sus,7,2,1,0,0,3,0,0,0,0,0,0,0,1,0
1773.18507_sus,7,0,1,1,0,3,0,0,0,0,0,0,0,1,1
1773.18510_sus,7,0,1,0,0,3,0,0,0,0,0,0,0,1,2
1773.18470_sus,7,0,1,1,0,3,0,0,0,0,0,0,0,1,1
1773.18464_sus,5,0,1,0,0,3,0,0,0,0,0,0,0,0,1
1438887.3_sus,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3
1773.18515_sus,5,0,1,0,0,3,0,0,0,0,0,0,0,0,1
1773.18487_sus,6,0,1,0,0,3,0,0,0,0,0,0,0,1,1
1408973.4_sus,6,0,1,0,0,3,0,0,0,0,0,0,0,0,2
1733.2297_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-111-13492-18_S78_R.all,7,0,1,1,0,3,1,1,0,1,0,0,0,0,-1
TSVC_variants_IonXpress_025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1733.10897_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TSVC_variants_3214721_025,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3
1773.18638_sus,6,0,1,0,0,3,0,0,0,0,0,0,0,0,2
1773.18418_sus,11,1,1,2,1,3,0,0,0,0,0,0,0,1,2
1773.18453_sus,9,1,1,0,0,3,0,0,0,0,0,0,0,1,3
1773.18586_sus,11,1,1,2,1,3,0,0,0,0,0,0,0,1,2
1773.18546_sus,7,1,1,0,0,3,0,0,0,0,0,0,0,1,1
1773.18498_sus,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18412_sus,7,1,1,0,0,3,0,0,0,0,0,0,0,1,1
1773.18500_sus,11,1,1,1,1,3,0,0,0,0,0,0,0,1,3
1408926.4_sus,10,1,1,1,1,3,0,0,0,0,0,0,0,0,3
1773.18520_sus,9,1,1,0,0,3,0,0,0,0,0,0,0,1,3
1773.18442_sus,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18484_sus,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18570_sus,12,2,1,2,1,3,0,0,0,0,0,0,0,1,2
1773.18429_sus,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18509_res,14,1,1,0,1,3,0,0,0,0,1,0,0,1,6
1773.18587_res,10,1,1,1,1,4,1,1,0,1,0,0,0,1,-2
1773.18533_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18492_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18559_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18534_res,14,1,1,0,1,3,0,0,0,0,1,0,0,1,6
1773.18443_res,14,1,1,0,1,3,0,0,0,0,1,0,0,1,6
1773.18437_res,15,1,1,0,1,3,0,0,0,0,1,0,0,1,7
1773.18511_res,13,1,1,0,0,3,0,0,0,0,1,0,0,1,6
1773.18566_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18455_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18562_res,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18558_res,14,1,1,0,1,3,0,0,0,0,1,0,0,1,6
1773.18523_res,10,1,1,0,0,4,1,1,0,1,0,0,0,1,0
1773.18466_res,15,1,1,0,0,3,0,0,0,0,1,0,0,1,8
1773.18459_res,14,1,1,0,0,3,0,0,0,0,1,0,0,1,7
1773.18499_res,14,1,1,0,0,3,0,0,0,0,1,0,0,1,7
1773.18518_res,14,1,1,0,0,3,0,0,0,0,1,0,0,1,7
1773.18452_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18549_res,15,2,1,0,1,3,0,0,0,0,1,0,0,1,6
1773.18532_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18473_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18479_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18543_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18577_res,10,1,1,1,1,4,1,1,0,1,0,0,0,1,-2
1773.18467_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18659_sus,13,1,1,2,1,4,1,1,0,1,1,0,0,1,-1
TB_S106_final_variants,12,1,1,2,1,3,0,0,0,0,0,0,0,0,4
TB_S70_final_variants,5,1,1,0,0,2,0,0,0,0,0,0,0,0,1
03R0319,11,2,1,3,1,3,0,0,0,0,0,0,0,0,1
1773.18444_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18579_res,13,2,1,2,1,4,1,1,0,1,0,0,0,1,-1
1773.18414_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18506_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1448508.3_sus,9,1,1,3,1,3,0,0,0,0,0,0,0,0,0
TB-111-14056-18_S88_R.all,12,1,1,3,1,3,0,0,0,0,1,0,0,1,1
1422012.3_res,11,2,1,4,2,3,0,0,0,0,0,0,0,0,-1
1733.7540_res,11,1,1,2,1,3,0,0,0,0,0,0,0,1,2
IDR1200002066,9,1,1,1,0,3,0,0,0,0,0,0,0,0,3
Peru3411,8,1,1,0,0,3,1,1,0,1,0,0,0,0,0
01R0276,12,2,1,1,0,3,0,0,0,0,1,0,0,0,4
1809,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
TDR6S133L002,7,1,1,3,0,3,0,0,0,0,0,0,0,0,-1
1733.7128_res,9,1,1,1,0,3,0,0,0,0,0,0,0,1,2
1733.7384_res,13,2,0,1,1,3,0,0,0,0,1,0,0,1,4
1773.18366_res,10,2,1,0,0,3,0,1,0,1,1,0,0,0,1
1773.18339_res,12,1,0,1,0,2,0,0,0,0,2,0,0,0,6
1773.18552_res,11,1,1,1,1,3,0,0,0,0,0,0,0,1,3
1773.18428_res,14,1,1,0,0,3,0,0,0,0,1,0,0,1,7
1773.18516_res,11,1,1,1,1,3,0,0,0,0,0,0,0,1,3
1773.18519_res,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18563_res,12,1,1,0,0,3,0,0,0,0,1,0,0,1,5
1773.18561_res,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18471_res,10,1,1,1,1,3,0,0,0,0,0,0,0,1,2
1773.18449_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18551_res,14,2,1,3,1,4,1,1,0,1,0,0,0,1,-1
1773.18567_res,14,1,1,0,0,3,0,0,0,0,1,0,0,1,7
1422012.3_sus,11,2,1,4,2,3,0,0,0,0,0,0,0,0,-1
1408975.4_sus,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3
1324292.3_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1733.3866_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1733.3730_sus,7,0,0,2,0,2,0,0,0,0,0,0,0,0,3
1733.1826_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1733.6139_res,7,0,1,1,0,2,0,0,0,0,1,0,0,0,2
1773.18476_sus,7,1,1,0,0,2,0,0,0,0,0,0,0,0,3
1773.18362_sus,8,1,1,0,0,3,0,0,0,0,0,0,0,0,3
1422075.3_res,10,1,1,1,0,3,0,0,0,0,0,0,0,0,4
1733.7256_res,7,1,1,0,0,3,0,0,0,0,0,0,0,0,2
1295795.3_sus,10,1,1,2,0,3,0,0,0,0,0,0,0,0,3
1773.20471_res,12,1,1,1,1,2,0,0,0,0,1,0,0,0,5
1422064.3_sus,10,1,1,2,0,3,0,0,0,0,0,0,0,0,3
X2562_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1408941.4_sus,5,0,1,2,0,1,0,0,0,0,0,0,0,0,1
1438890.3_sus,4,0,0,2,0,1,0,0,0,0,0,0,0,0,1
1408924.4_sus,5,0,1,2,0,1,0,0,0,0,0,0,0,0,1
1324235.3_sus,7,0,1,1,0,2,0,0,0,0,1,0,0,0,2
1773.20369_sus,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1
TB-222-6148-19_S246_R.all,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TB-222-6381-19_S151_R.all,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TB-222-6154-19_S245_R.all,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1733.6462_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.6392_sus,2,0,0,0,0,2,1,1,0,1,0,0,0,0,-3
1408911.4_sus,4,0,0,2,0,1,0,0,0,0,0,0,0,0,1
1733.10448_sus,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1733.10036_sus,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1733.3362_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.1652_sus,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1733.11107_sus,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1733.10126_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10070_sus,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1733.10054_sus,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1733.10465_sus,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1733.10161_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1397939.3_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10412_sus,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1773.15160_sus,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1733.10140_sus,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1733.10458_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.2127_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10236_sus,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1448471.3_res,7,0,1,1,0,2,0,0,0,0,1,0,0,0,2
1397868.3_res,7,0,1,1,0,2,0,0,0,0,1,0,0,0,2
1733.6352_res,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TB-MoldovaSeq-DNA0228-4337_S38_ndc,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1324252.3_sus,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1324225.3_sus,6,1,1,3,0,1,0,0,0,0,1,0,0,0,-1
IDR1500049548,12,1,1,1,1,2,1,1,0,1,1,0,0,1,1
TB_S91_final_variants,8,1,1,1,0,1,0,0,0,0,1,0,0,0,3
1267357.3_sus,7,1,1,3,1,2,0,0,0,0,0,0,0,0,-1
1295758.3_sus,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1397919.3_sus,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1324241.3_sus,5,1,1,3,0,1,0,0,0,0,1,0,0,0,-2
1324274.3_sus,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1397929.3_sus,8,1,1,3,1,2,0,0,0,0,0,0,0,1,-1
1397924.3_sus,7,1,1,1,1,1,0,0,0,0,1,0,0,0,1
1267361.3_sus,6,1,1,3,0,1,0,0,0,0,1,0,0,0,-1
1295782.3_sus,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1733.1584_sus,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
SAMEA2533548,5,1,2,0,0,2,0,0,0,0,0,0,0,1,-1
Peru4611,9,1,1,1,1,2,0,0,0,0,0,0,0,0,3
1267357.3_res,7,1,1,3,1,2,0,0,0,0,0,0,0,0,-1
1324274.3_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1397916.3_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1295790.3_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1324232.3_res,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1422018.3_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1418253.3_res,5,1,1,0,0,2,0,0,0,0,1,0,0,0,0
1448505.3_res,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1324251.3_res,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1421982.3_res,7,1,1,2,1,2,0,0,0,0,0,0,0,0,0
1421970.3_res,10,1,1,2,1,2,0,0,0,0,0,0,0,1,2
1448559.3_res,10,1,1,1,1,2,1,0,0,0,1,0,0,0,2
1733.8631_res,7,1,1,3,1,2,0,0,0,0,1,0,0,0,-2
1733.8599_res,7,1,1,3,1,2,0,0,0,0,1,0,0,0,-2
1733.8649_res,7,1,1,3,1,2,0,0,0,0,1,0,0,0,-2
1733.6754_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1733.8416_res,8,1,1,4,1,2,0,0,0,0,1,0,0,0,-2
1733.8589_res,7,1,1,3,1,2,0,0,0,0,1,0,0,0,-2
1733.8558_res,8,1,1,4,1,2,0,0,0,0,1,0,0,0,-2
1733.8633_res,7,1,1,3,1,2,0,0,0,0,1,0,0,0,-2
1733.8399_res,7,1,1,3,1,2,0,0,0,0,1,0,0,0,-2
1295758.3_res,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1773.18214_res,12,1,2,1,1,2,0,0,0,0,1,0,0,1,3
1397937.3_sus,10,1,1,2,1,2,0,0,0,0,1,0,0,1,1
1397916.3_sus,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1324232.3_sus,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1324271.3_sus,6,1,1,1,0,2,1,1,0,1,0,0,0,0,-2
1438863.3_res,7,1,1,1,1,2,1,1,0,1,0,0,0,0,-2
1422100.3_res,8,1,1,3,1,3,1,1,0,1,1,0,0,0,-5
1397925.3_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1397934.3_res,8,1,1,3,1,2,0,0,0,0,0,0,0,0,0
1422055.3_sus,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1422040.3_sus,8,1,1,3,1,2,0,0,0,0,0,0,0,1,-1
1421993.3_sus,7,1,1,3,1,2,0,0,0,0,0,0,0,0,-1
1422084.3_sus,5,1,1,3,0,2,0,0,0,0,0,0,0,0,-2
1421990.3_sus,9,1,1,2,1,2,0,0,0,0,0,0,0,1,1
1422018.3_sus,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1422054.3_sus,6,1,1,2,0,1,0,0,0,0,0,0,0,1,0
1422022.3_sus,7,1,1,3,1,2,0,0,0,0,0,0,0,0,-1
1733.1621_res,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0
1324267.3_res,7,1,1,3,1,2,0,0,0,0,0,0,0,0,-1
1733.4067_res,7,1,1,2,1,2,0,0,0,0,0,0,0,0,0
1324252.3_res,7,1,1,1,1,2,0,0,0,0,0,0,0,0,1
1733.11302_sus,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1733.4871_sus,6,0,1,1,0,2,0,0,0,0,0,0,0,0,2
1733.11052_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10305_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10589_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10992_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10077_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10323_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10021_sus,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1733.10487_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10039_sus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1733.10184_sus,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1773.21644_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1773.21664_sus,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1773.21645_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1773.21646_sus,3,0,0,0,0,2,1,1,0,1,0,0,0,0,-2
1773.21640_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1773.21643_sus,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1
X2680_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X2728_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X552_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X2610_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X2984_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X2985_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X2384_ano_flt,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4
X5070_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X2027_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X2726_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X2753_ano_flt,5,0,1,1,0,2,0,0,0,0,0,0,0,0,1
X2665_ano_flt,6,0,0,2,0,1,0,0,0,0,0,0,0,0,3
X2450_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X2522_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X2417_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X2142_ano_flt,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0
X2348_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X2322_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X2604_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1400924.3_sus,11,0,1,3,0,3,1,1,0,1,0,0,0,0,1
1773.21650_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21649_sus,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1773.21667_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1773.21681_sus,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1773.21658_sus,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X164_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X140_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X2303_ano_flt,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
X469_ano_flt,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
X176_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X947_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X959_ano_flt,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
X904_ano_flt,4,0,1,0,0,2,0,0,0,0,0,0,0,0,1
X2251_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X2160_ano_flt,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
X1139_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X1248_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X1841_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X2016_ano_flt,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
X2229_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X2246_ano_flt,6,0,1,0,0,2,0,0,0,0,0,0,0,0,3
X546_ano_flt,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1
X1258_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X1741_ano_flt,8,0,0,1,0,1,0,0,0,0,0,0,0,1,5
X865_ano_flt,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
X141_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X2272_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X942_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X1265_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X2018_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X995_ano_flt,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X2119_ano_flt,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
X1942_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X1686_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X349_ano_flt,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
X1191_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X1152_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X788_ano_flt,5,0,0,2,0,1,0,0,0,0,0,0,0,0,2
X430_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X769_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X214_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X1817_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X2264_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X1_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
X269_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X988_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X1291_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X817_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X384_ano_flt,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
X916_ano_flt,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X270_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X1899_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X2231_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X1293_ano_flt,6,0,1,0,0,3,1,1,0,1,0,0,0,0,-1
X649_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X124_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X2012_ano_flt,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
S61_ano,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
S90_ano,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
S95_ano,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
S94_ano,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4
S12_ano,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
S89_ano,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S66_ano,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
S57_ano,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
S10_ano,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
S26_ano,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1773.21662_sus,5,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1773.21678_sus,6,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1400884.3_sus,13,2,1,1,1,2,0,0,0,0,0,0,0,1,5
1733.9108_res,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1773.21662_res,5,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1733.8840_res,10,1,1,1,0,1,0,0,0,0,0,0,0,1,5
1773.21678_res,6,1,1,1,1,1,0,0,0,0,0,0,0,0,1
R106_ano,8,2,1,2,0,2,0,0,0,0,0,0,0,0,1
R15_ano,8,2,1,2,0,2,0,0,0,0,0,0,0,0,1
R5_ano,7,1,1,0,0,1,0,0,0,0,0,0,0,0,4
R83_ano,7,1,1,1,0,1,0,0,0,0,1,0,0,0,2
R49_ano,6,1,1,0,1,2,1,1,0,1,1,0,0,0,-3
1773.21659_res,9,1,1,2,0,2,0,0,0,0,1,0,0,0,2
1400884.3_res,13,2,1,1,1,2,0,0,0,0,0,0,0,1,5
1773.21595_sus,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1773.21602_sus,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1773.21621_sus,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1773.21620_sus,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1773.21584_sus,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1773.21582_sus,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1
BORA_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5034_ano_flt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X5046_ano_flt,4,0,0,0,0,1,1,2,0,2,0,0,0,0,-2
X2462_ano_flt,5,0,0,0,0,1,0,0,0,0,1,0,0,0,3
X2345_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X2578_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X2917_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X2804_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X5026_ano_flt,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
X5002_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X3000_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X5064_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X5067_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X2350_ano_flt,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X2771_ano_flt,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1
X5036_ano_flt,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2
X2451_ano_flt,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2
1773.20600_res,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1733.4589_sus,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1733.4137_sus,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1733.10078_sus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1773.21624_sus,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
