Isolate,Lineage,Resistant,WHO-Identified,High_Confidence,Low_Confidence
Test700,4.2.1.2.1.1.i1,0,0,0,0
Test757,4.2.1.2.1.1.i1,0,0,0,0
Test789,4.2.1.2.1.1.i1,0,0,0,0
Test750,4.2.1.2.1.1.i1,0,0,0,0
Test734,4.2.1.2.1.1.i1,0,0,0,0
Test790,4.2.1.2.1.1.i1,0,0,0,0
Test710,4.2.1.2.1.1.i1,0,0,0,0
Test797,4.2.1.2.1.1.i1,0,0,0,0
77,4.2.1.2.1.1.i1,0,0,0,0
87,4.2.1.2.1.1.i1,0,0,0,0
S0162_C,4.2.1.2.1.1.i1,0,0,0,0
Test512,4.2.1.2.1.1.i1,0,0,0,0
Test507,4.2.1.2.1.1.i1,0,0,0,0
Test503,4.2.1.2.1.1.i1,0,0,0,0
S0021_01_fastp,4.2.1.2.1.1.i1,0,0,0,0
Test979,4.2.1.2.1.1.i1,0,0,0,0
Test949,4.2.1.2.1.1.i1,0,0,0,0
Test446,4.2.1.2.1.1.i1,0,0,0,0
Test481,4.2.1.2.1.1.i1,0,0,0,0
TEST0192,4.2.1.2.1.1.i1,1,0,0,0
Test023,4.2.1.2.1.1.i1,1,0,0,0
Test192,4.2.1.2.1.1.i1,1,0,0,0
YA00085733,4.2.1.2.1.1.i1,1,1,0,1
Test900,4.2.1.2.1.1.i1,1,0,0,0
Test835,4.2.1.2.1.1.i1,1,0,0,0
Test852,4.2.1.2.1.1.i1,1,0,0,0
TEST0023,4.2.1.2.1.1.i1,1,0,0,0
TEST0229,4.2.1.2.1.1.i1,1,0,0,0
YA00080723,4.2.1.2.1.1.i1,1,1,0,1
YA00080703,4.2.1.2.1.1.i1,1,1,0,1
Test229,4.2.1.2.1.1.i1,1,0,0,0
Test690,4.2.1.2.1.1.i1,1,0,0,0
Test1278,4.2.1.2.1.1.i1,1,0,0,0
Test1282,4.2.1.2.1.1.i1,1,0,0,0
Test505,4.2.1.2.1.1.i1,1,0,0,0
Test470,4.2.1.2.1.1.i1,1,1,0,1
Test478,4.2.1.2.1.1.i1,1,0,0,0
Test464,4.2.1.2.1.1.i1,1,0,0,0
Test452,4.2.1.2.1.1.i1,1,0,0,0
Test450,4.2.1.2.1.1.i1,1,0,0,0
Test468,4.2.1.2.1.1.i1,1,1,0,1
ERR257902,4.2.1.2.1.1.i2,0,0,0,0
TS-1275-LDC9269_L2_1.fq.sorted,4.2.1.2.1.1.i2,1,0,0,0
CS5615-LDJ7627-W1_L3_1.fq.sorted,4.2.1.2.1.1.i2,1,0,0,0
Test1185,4.2.1.2.1.1.i2,1,1,0,1
CS-5498-LDC9264_L2_1.fq.sorted,4.2.1.2.1.1.i2,1,0,0,0
CS-5496-LDC9258_L2_1.fq.sorted,4.2.1.2.1.1.i2,1,0,0,0
CS-5473-LDC9256_L2_1.fq.sorted,4.2.1.2.1.1.i2,1,0,0,0
Test1299,4.2.1.2.1.1.i2,1,1,0,1
TEST0182,4.2.1.2.1.1.i3.1,0,0,0,0
TEST0199,4.2.1.2.1.1.i3.1,0,0,0,0
Test199,4.2.1.2.1.1.i3.1,0,0,0,0
Test182,4.2.1.2.1.1.i3.1,0,0,0,0
Test181,4.2.1.2.1.1.i3.1,0,0,0,0
Test820,4.2.1.2.1.1.i3.1,0,0,0,0
ERR257919,4.2.1.2.1.1.i3.1,0,0,0,0
ERR257918,4.2.1.2.1.1.i3.1,0,0,0,0
ERR257913,4.2.1.2.1.1.i3.1,0,0,0,0
ERR257911,4.2.1.2.1.1.i3.1,0,0,0,0
ERR025456,4.2.1.2.1.1.i3.1,0,0,0,0
ERR257914,4.2.1.2.1.1.i3.1,0,0,0,0
ERR257915,4.2.1.2.1.1.i3.1,0,0,0,0
TEST0181,4.2.1.2.1.1.i3.1,0,0,0,0
Test1164,4.2.1.2.1.1.i3.1,0,0,0,0
Test1177,4.2.1.2.1.1.i3.1,0,0,0,0
Test1495,4.2.1.2.1.1.i3.1,0,1,0,1
Test740,4.2.1.2.1.1.i3.1,0,0,0,0
RSample No3213169.IonXpress_023.sorted,4.2.1.2.1.1.i3.1,0,0,0,0
Test1367,4.2.1.2.1.1.i3.1,0,0,0,0
Test905,4.2.1.2.1.1.i3.1,0,0,0,0
Test978,4.2.1.2.1.1.i3.1,0,0,0,0
Test918,4.2.1.2.1.1.i3.1,0,0,0,0
Test946,4.2.1.2.1.1.i3.1,0,0,0,0
Test941,4.2.1.2.1.1.i3.1,0,0,0,0
Test944,4.2.1.2.1.1.i3.1,0,0,0,0
8710_S6_L001,4.2.1.2.1.1.i3.1,0,0,0,0
Test442,4.2.1.2.1.1.i3.1,0,0,0,0
CS5538-LDJ7600-W1_L3_1.fq.sorted,4.2.1.2.1.1.i3.1,1,0,0,0
Test188,4.2.1.2.1.1.i3.1,1,0,0,0
Test180,4.2.1.2.1.1.i3.1,1,0,0,0
Test186,4.2.1.2.1.1.i3.1,1,1,0,1
Test147,4.2.1.2.1.1.i3.1,1,0,0,0
Test886,4.2.1.2.1.1.i3.1,1,1,0,1
Test880,4.2.1.2.1.1.i3.1,1,0,0,0
Test841,4.2.1.2.1.1.i3.1,1,0,0,0
Test898,4.2.1.2.1.1.i3.1,1,0,0,0
Test868,4.2.1.2.1.1.i3.1,1,0,0,0
Test884,4.2.1.2.1.1.i3.1,1,1,0,1
TEST0228,4.2.1.2.1.1.i3.1,1,0,0,0
ERR1664619,4.2.1.2.1.1.i3.1,1,1,0,1
TEST0180,4.2.1.2.1.1.i3.1,1,0,0,0
TEST0188,4.2.1.2.1.1.i3.1,1,0,0,0
Test228,4.2.1.2.1.1.i3.1,1,0,0,0
Test794,4.2.1.2.1.1.i3.1,1,0,0,0
TDR36,4.2.1.2.1.1.i3.1,1,0,0,0
por5A1,4.2.1.2.1.1.i3.1,1,1,0,1
Test1271,4.2.1.2.1.1.i3.1,1,0,0,0
Test1373,4.2.1.2.1.1.i3.1,1,0,0,0
ERR1664619-3.sorted,4.2.1.2.1.1.i3.1,1,1,0,1
Test347,"4.2.1.2.1.1.i3.1,2.2.1.1.1",1,0,0,0
IonXpress_014_2020_07_14_sample no 2012.sorted,4.2.1.2.1.1.i3.2,0,0,0,0
Test026,4.2.1.2.1.1.i3.2,0,0,0,0
Test001,4.2.1.2.1.1.i3.2,0,0,0,0
ERR025457,4.2.1.2.1.1.i3.2,0,0,0,0
TEST0026,4.2.1.2.1.1.i3.2,0,0,0,0
TEST0001,4.2.1.2.1.1.i3.2,0,0,0,0
Test1184,4.2.1.2.1.1.i3.2,0,0,0,0
S0239_C,4.2.1.2.1.1.i3.2,0,0,0,0
WGS_TB_12-07-2020_sample no 2012.sorted,4.2.1.2.1.1.i3.2,0,0,0,0
S0239_01,4.2.1.2.1.1.i3.2,0,0,0,0
Test774,4.2.1.2.1.1.i3.2,0,0,0,0
Test744,4.2.1.2.1.1.i3.2,0,0,0,0
Test759,4.2.1.2.1.1.i3.2,0,0,0,0
Test712,4.2.1.2.1.1.i3.2,0,0,0,0
TB-444-6642-18_S175_R.all,4.2.1.2.1.1.i3.2,0,0,0,0
TB-444-5217-19_S90_R.all,4.2.1.2.1.1.i3.2,0,0,0,0
Test922,4.2.1.2.1.1.i3.2,0,0,0,0
Test985,4.2.1.2.1.1.i3.2,0,0,0,0
Test948,4.2.1.2.1.1.i3.2,0,0,0,0
Test913,4.2.1.2.1.1.i3.2,0,0,0,0
Test912,4.2.1.2.1.1.i3.2,0,0,0,0
Test430,4.2.1.2.1.1.i3.2,0,0,0,0
Test406,4.2.1.2.1.1.i3.2,0,0,0,0
TEST0040,4.2.1.2.1.1.i3.2,1,0,0,0
Test040,4.2.1.2.1.1.i3.2,1,0,0,0
Test163,4.2.1.2.1.1.i3.2,1,0,0,0
Test189,4.2.1.2.1.1.i3.2,1,0,0,0
Test195,4.2.1.2.1.1.i3.2,1,0,0,0
TEST0163,4.2.1.2.1.1.i3.2,1,0,0,0
Test854,4.2.1.2.1.1.i3.2,1,0,0,0
Test833,4.2.1.2.1.1.i3.2,1,0,0,0
TEST0212,4.2.1.2.1.1.i3.2,1,0,0,0
TEST0214,4.2.1.2.1.1.i3.2,1,0,0,0
TEST0209,4.2.1.2.1.1.i3.2,1,0,0,0
Test214,4.2.1.2.1.1.i3.2,1,0,0,0
Test212,4.2.1.2.1.1.i3.2,1,0,0,0
Test209,4.2.1.2.1.1.i3.2,1,0,0,0
Test754,4.2.1.2.1.1.i3.2,1,0,0,0
Test902,4.2.1.2.1.1.i3.2,1,0,0,0
Test914,4.2.1.2.1.1.i3.2,1,1,0,1
Test926,4.2.1.2.1.1.i3.2,1,1,0,1
Test920,4.2.1.2.1.1.i3.2,1,1,0,1
TEST0044,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0031,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0056,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0046,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0036,4.2.1.2.1.1.i4.1,0,0,0,0
Test016,4.2.1.2.1.1.i4.1,0,0,0,0
Test056,4.2.1.2.1.1.i4.1,0,0,0,0
Test089,4.2.1.2.1.1.i4.1,0,0,0,0
Test044,4.2.1.2.1.1.i4.1,0,0,0,0
Test088,4.2.1.2.1.1.i4.1,0,0,0,0
Test031,4.2.1.2.1.1.i4.1,0,0,0,0
Test046,4.2.1.2.1.1.i4.1,0,0,0,0
Test071,4.2.1.2.1.1.i4.1,0,0,0,0
Test004,4.2.1.2.1.1.i4.1,0,0,0,0
Test036,4.2.1.2.1.1.i4.1,0,0,0,0
Test822,4.2.1.2.1.1.i4.1,0,0,0,0
Test814,4.2.1.2.1.1.i4.1,0,0,0,0
Test891,4.2.1.2.1.1.i4.1,0,0,0,0
Test819,4.2.1.2.1.1.i4.1,0,0,0,0
Test876,4.2.1.2.1.1.i4.1,0,0,0,0
S0173_C,4.2.1.2.1.1.i4.1,0,0,0,0
S0188_C,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0016,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0004,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0201,4.2.1.2.1.1.i4.1,0,0,0,0
MFS-106_lib47285,4.2.1.2.1.1.i4.1,0,0,0,0
Test1194,4.2.1.2.1.1.i4.1,0,0,0,0
Test1193,4.2.1.2.1.1.i4.1,0,0,0,0
Test1167,4.2.1.2.1.1.i4.1,0,0,0,0
Test1112,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0299,4.2.1.2.1.1.i4.1,0,0,0,0
TEST0088,4.2.1.2.1.1.i4.1,0,0,0,0
Peru2905,4.2.1.2.1.1.i4.1,0,0,0,0
Test1488,4.2.1.2.1.1.i4.1,0,0,0,0
Test201,4.2.1.2.1.1.i4.1,0,0,0,0
Test299,4.2.1.2.1.1.i4.1,0,0,0,0
Test692,4.2.1.2.1.1.i4.1,0,0,0,0
Test693,4.2.1.2.1.1.i4.1,0,0,0,0
Test697,4.2.1.2.1.1.i4.1,0,0,0,0
Test661,4.2.1.2.1.1.i4.1,0,0,0,0
S0143_01,4.2.1.2.1.1.i4.1,0,0,0,0
Test714,4.2.1.2.1.1.i4.1,0,0,0,0
Test743,4.2.1.2.1.1.i4.1,0,0,0,0
Test733,4.2.1.2.1.1.i4.1,0,0,0,0
Test773,4.2.1.2.1.1.i4.1,0,0,0,0
Test779,4.2.1.2.1.1.i4.1,0,0,0,0
Test745,4.2.1.2.1.1.i4.1,0,0,0,0
Test799,4.2.1.2.1.1.i4.1,0,0,0,0
Test752,4.2.1.2.1.1.i4.1,0,0,0,0
Test747,4.2.1.2.1.1.i4.1,0,0,0,0
Test798,4.2.1.2.1.1.i4.1,0,0,0,0
Test780,4.2.1.2.1.1.i4.1,0,0,0,0
Test715,4.2.1.2.1.1.i4.1,0,0,0,0
Test762,4.2.1.2.1.1.i4.1,0,0,0,0
Test766,4.2.1.2.1.1.i4.1,0,0,0,0
Test761,4.2.1.2.1.1.i4.1,0,0,0,0
Test725,4.2.1.2.1.1.i4.1,0,0,0,0
Test722,4.2.1.2.1.1.i4.1,0,0,0,0
21,4.2.1.2.1.1.i4.1,0,0,0,0
22,4.2.1.2.1.1.i4.1,0,0,0,0
60,4.2.1.2.1.1.i4.1,0,0,0,0
80,4.2.1.2.1.1.i4.1,0,0,0,0
61,4.2.1.2.1.1.i4.1,0,0,0,0
23,4.2.1.2.1.1.i4.1,0,0,0,0
30,4.2.1.2.1.1.i4.1,0,0,0,0
54,4.2.1.2.1.1.i4.1,0,0,0,0
25,4.2.1.2.1.1.i4.1,0,0,0,0
15,4.2.1.2.1.1.i4.1,0,0,0,0
76,4.2.1.2.1.1.i4.1,0,0,0,0
12,4.2.1.2.1.1.i4.1,0,0,0,0
67,4.2.1.2.1.1.i4.1,0,0,0,0
Test382,4.2.1.2.1.1.i4.1,0,0,0,0
Test393,4.2.1.2.1.1.i4.1,0,0,0,0
Test309,4.2.1.2.1.1.i4.1,0,0,0,0
S0173_01,4.2.1.2.1.1.i4.1,0,0,0,0
Test1205,4.2.1.2.1.1.i4.1,0,0,0,0
Test1204,4.2.1.2.1.1.i4.1,0,0,0,0
ERR067591.annotated,4.2.1.2.1.1.i4.1,0,0,0,0
S0143_C,4.2.1.2.1.1.i4.1,0,0,0,0
Test1352,4.2.1.2.1.1.i4.1,0,0,0,0
Test1358,4.2.1.2.1.1.i4.1,0,0,0,0
Test1003,4.2.1.2.1.1.i4.1,0,0,0,0
Test1005,4.2.1.2.1.1.i4.1,0,0,0,0
Test996,4.2.1.2.1.1.i4.1,0,0,0,0
Test909,4.2.1.2.1.1.i4.1,0,0,0,0
Test904,4.2.1.2.1.1.i4.1,0,0,0,0
Test1000,4.2.1.2.1.1.i4.1,0,0,0,0
Test929,4.2.1.2.1.1.i4.1,0,0,0,0
Test976,4.2.1.2.1.1.i4.1,0,0,0,0
Test927,4.2.1.2.1.1.i4.1,0,0,0,0
Test475,4.2.1.2.1.1.i4.1,0,0,0,0
Test412,4.2.1.2.1.1.i4.1,0,1,0,1
TEST0210,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0238,4.2.1.2.1.1.i4.1,1,1,0,1
TEST0217,4.2.1.2.1.1.i4.1,1,0,0,0
Peru4912,4.2.1.2.1.1.i4.1,1,1,1,0
TEST0196,4.2.1.2.1.1.i4.1,1,0,0,0
Test003,4.2.1.2.1.1.i4.1,1,0,0,0
Test175,4.2.1.2.1.1.i4.1,1,0,0,0
Test172,4.2.1.2.1.1.i4.1,1,0,0,0
Test176,4.2.1.2.1.1.i4.1,1,0,0,0
Test196,4.2.1.2.1.1.i4.1,1,0,0,0
Test157,4.2.1.2.1.1.i4.1,1,0,0,0
Test179,4.2.1.2.1.1.i4.1,1,0,0,0
Test160,4.2.1.2.1.1.i4.1,1,0,0,0
Test165,4.2.1.2.1.1.i4.1,1,0,0,0
Test164,4.2.1.2.1.1.i4.1,1,0,0,0
Test145,4.2.1.2.1.1.i4.1,1,0,0,0
Test161,4.2.1.2.1.1.i4.1,1,0,0,0
Test185,4.2.1.2.1.1.i4.1,1,0,0,0
Test184,4.2.1.2.1.1.i4.1,1,0,0,0
Test171,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0161,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0165,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0171,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0164,4.2.1.2.1.1.i4.1,1,0,0,0
Peru4912_2.sorted,4.2.1.2.1.1.i4.1,1,1,1,0
Peru4912_1.sorted,4.2.1.2.1.1.i4.1,1,1,1,0
YA00173807,4.2.1.2.1.1.i4.1,1,0,0,0
YA00086630,4.2.1.2.1.1.i4.1,1,0,0,0
YA00086853,4.2.1.2.1.1.i4.1,1,0,0,0
YA00086631,4.2.1.2.1.1.i4.1,1,0,0,0
YA00086868,4.2.1.2.1.1.i4.1,1,0,0,0
YA00087447,4.2.1.2.1.1.i4.1,1,0,0,0
YA00173806,4.2.1.2.1.1.i4.1,1,0,0,0
YA00086788,4.2.1.2.1.1.i4.1,1,0,0,0
Test853,4.2.1.2.1.1.i4.1,1,0,0,0
Test849,4.2.1.2.1.1.i4.1,1,0,0,0
Test863,4.2.1.2.1.1.i4.1,1,0,0,0
Test844,4.2.1.2.1.1.i4.1,1,0,0,0
Test847,4.2.1.2.1.1.i4.1,1,1,0,1
Test887,4.2.1.2.1.1.i4.1,1,0,0,0
Test837,4.2.1.2.1.1.i4.1,1,0,0,0
Test864,4.2.1.2.1.1.i4.1,1,1,0,1
Test856,4.2.1.2.1.1.i4.1,1,0,0,0
Test855,4.2.1.2.1.1.i4.1,1,0,0,0
Test894,4.2.1.2.1.1.i4.1,1,0,0,0
Test867,4.2.1.2.1.1.i4.1,1,0,0,0
Test838,4.2.1.2.1.1.i4.1,1,0,0,0
Test866,4.2.1.2.1.1.i4.1,1,0,0,0
Test836,4.2.1.2.1.1.i4.1,1,0,0,0
Test896,4.2.1.2.1.1.i4.1,1,0,0,0
Test860,4.2.1.2.1.1.i4.1,1,0,0,0
Test857,4.2.1.2.1.1.i4.1,1,0,0,0
Test848,4.2.1.2.1.1.i4.1,1,0,0,0
Test897,4.2.1.2.1.1.i4.1,1,0,0,0
Test883,4.2.1.2.1.1.i4.1,1,0,0,0
Test834,4.2.1.2.1.1.i4.1,1,0,0,0
Test885,4.2.1.2.1.1.i4.1,1,0,0,0
Test895,4.2.1.2.1.1.i4.1,1,0,0,0
Test850,4.2.1.2.1.1.i4.1,1,0,0,0
Test840,4.2.1.2.1.1.i4.1,1,0,0,0
Test851,4.2.1.2.1.1.i4.1,1,0,0,0
Test846,4.2.1.2.1.1.i4.1,1,1,1,0
Test865,4.2.1.2.1.1.i4.1,1,1,0,1
TEST0157,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0160,4.2.1.2.1.1.i4.1,1,0,0,0
YA00054057_R1.sorted,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0003,4.2.1.2.1.1.i4.1,1,0,0,0
tdr216_pcr,4.2.1.2.1.1.i4.1,1,0,0,0
TDR216,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0240,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0237,4.2.1.2.1.1.i4.1,1,1,1,0
TEST0203,4.2.1.2.1.1.i4.1,1,1,0,1
TEST0227,4.2.1.2.1.1.i4.1,1,1,1,0
TEST0219,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0207,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0230,4.2.1.2.1.1.i4.1,1,0,0,0
YA00054057,4.2.1.2.1.1.i4.1,1,0,0,0
YA00054080,4.2.1.2.1.1.i4.1,1,0,0,0
YA00070133,4.2.1.2.1.1.i4.1,1,0,0,0
YA00070116,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0184,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0175,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0176,4.2.1.2.1.1.i4.1,1,0,0,0
TEST0179,4.2.1.2.1.1.i4.1,1,0,0,0
Test1108,4.2.1.2.1.1.i4.1,1,0,0,0
Test1197,4.2.1.2.1.1.i4.1,1,1,1,0
TEST0251,4.2.1.2.1.1.i4.1,1,0,0,0
S0023_Mtb_EC_R1_001.sorted,4.2.1.2.1.1.i4.1,1,0,0,0
S0023_Mtb_EC_R2_001.sorted,4.2.1.2.1.1.i4.1,1,0,0,0
Peru4315,4.2.1.2.1.1.i4.1,1,1,1,0
Test1466,4.2.1.2.1.1.i4.1,1,0,0,0
Test1465,4.2.1.2.1.1.i4.1,1,1,1,0
Test1467,4.2.1.2.1.1.i4.1,1,0,0,0
Test207,4.2.1.2.1.1.i4.1,1,0,0,0
Test227,4.2.1.2.1.1.i4.1,1,1,1,0
Test251,4.2.1.2.1.1.i4.1,1,0,0,0
Test203,4.2.1.2.1.1.i4.1,1,1,0,1
Test237,4.2.1.2.1.1.i4.1,1,1,1,0
Test238,4.2.1.2.1.1.i4.1,1,1,0,1
Test230,4.2.1.2.1.1.i4.1,1,0,0,0
Test217,4.2.1.2.1.1.i4.1,1,0,0,0
Test219,4.2.1.2.1.1.i4.1,1,0,0,0
Test210,4.2.1.2.1.1.i4.1,1,0,0,0
Test240,4.2.1.2.1.1.i4.1,1,0,0,0
Test698,4.2.1.2.1.1.i4.1,1,0,0,0
Test694,4.2.1.2.1.1.i4.1,1,0,0,0
Test792,4.2.1.2.1.1.i4.1,1,0,0,0
Test764,4.2.1.2.1.1.i4.1,1,0,0,0
Test795,4.2.1.2.1.1.i4.1,1,0,0,0
Test318,4.2.1.2.1.1.i4.1,1,0,0,0
Test385,4.2.1.2.1.1.i4.1,1,0,0,0
Test1280,4.2.1.2.1.1.i4.1,1,0,0,0
Test1279,4.2.1.2.1.1.i4.1,1,0,0,0
Test1233,4.2.1.2.1.1.i4.1,1,0,0,0
S0023_Mtb_EC,4.2.1.2.1.1.i4.1,1,0,0,0
Test511,4.2.1.2.1.1.i4.1,1,0,0,0
Test510,4.2.1.2.1.1.i4.1,1,0,0,0
Test923,4.2.1.2.1.1.i4.1,1,0,0,0
Test903,4.2.1.2.1.1.i4.1,1,0,0,0
Test908,4.2.1.2.1.1.i4.1,1,0,0,0
Test924,4.2.1.2.1.1.i4.1,1,0,0,0
Test901,4.2.1.2.1.1.i4.1,1,0,0,0
Test925,4.2.1.2.1.1.i4.1,1,0,0,0
Test496,4.2.1.2.1.1.i4.1,1,0,0,0
Test461,4.2.1.2.1.1.i4.1,1,0,0,0
Test440,4.2.1.2.1.1.i4.1,1,0,0,0
Test456,4.2.1.2.1.1.i4.1,1,0,0,0
Test826,"4.2.1.2.1.1.i4.1,4.2.1.2.1.1.i1",1,1,0,1
8647_S3_L001,4.2.1.2.1.2,0,0,0,0
Test1356,4.2.1.2.1.2,0,0,0,0
CS-5509-LDC9270_L2_1.fq.sorted,4.2.1.2.1.2,1,0,0,0
TB2_S154_R1_001.sorted,"4.2.1.2.1.2,4.2.1.1.1.2.2.1.1.1.2,4.1.i1.2.2,4.1.i1.1,1.1.1.2.i1,3.1,4.2.1.1.1.2.1.1.1,4.2.1.1.1.1.1.1.i2",0,0,0,0
Test1168,4.2.1.2.2.1,0,0,0,0
Test937,4.2.1.2.2.1,0,0,0,0
Test1107,4.2.1.2.2.1,1,0,0,0
TEST0051,4.2.1.2.2.1.1,0,0,0,0
TEST0055,4.2.1.2.2.1.1,0,0,0,0
Test055,4.2.1.2.2.1.1,0,0,0,0
Test010,4.2.1.2.2.1.1,0,0,0,0
Test051,4.2.1.2.2.1.1,0,0,0,0
Test174,4.2.1.2.2.1.1,0,0,0,0
TEST0010,4.2.1.2.2.1.1,0,0,0,0
TEST0174,4.2.1.2.2.1.1,0,0,0,0
Test1109,4.2.1.2.2.1.1,0,0,0,0
Test1110,4.2.1.2.2.1.1,0,0,0,0
Test1158,4.2.1.2.2.1.1,0,0,0,0
Test1137,4.2.1.2.2.1.1,0,0,0,0
S0262_C,4.2.1.2.2.1.1,0,0,0,0
S0242_C,4.2.1.2.2.1.1,0,0,0,0
S0123_01,4.2.1.2.2.1.1,0,0,0,0
Test1483,4.2.1.2.2.1.1,0,1,1,0
Test1484,4.2.1.2.2.1.1,0,0,0,0
Test1481,4.2.1.2.2.1.1,0,0,0,0
S0242_01,4.2.1.2.2.1.1,0,0,0,0
86,4.2.1.2.2.1.1,0,0,0,0
Test1300,4.2.1.2.2.1.1,0,0,0,0
Test1255,4.2.1.2.2.1.1,0,0,0,0
S0123_C,4.2.1.2.2.1.1,0,0,0,0
Test1348,4.2.1.2.2.1.1,0,0,0,0
Test1344,4.2.1.2.2.1.1,0,0,0,0
Test947,4.2.1.2.2.1.1,0,0,0,0
YA00085738,4.2.1.2.2.1.1,1,1,0,1
YA00173818,4.2.1.2.2.1.1,1,1,0,1
YA00128735,4.2.1.2.2.1.1,1,1,0,1
YA00128799,4.2.1.2.2.1.1,1,1,0,1
YA00128740,4.2.1.2.2.1.1,1,1,0,1
YA00173801,4.2.1.2.2.1.1,1,1,0,1
YA00128796,4.2.1.2.2.1.1,1,1,0,1
YA00104290,4.2.1.2.2.1.1,1,1,0,1
YA00128739,4.2.1.2.2.1.1,1,1,0,1
YA00104329,4.2.1.2.2.1.1,1,1,0,1
YA00173802,4.2.1.2.2.1.1,1,1,0,1
YA00087449,4.2.1.2.2.1.1,1,1,0,1
YA00086616,4.2.1.2.2.1.1,1,1,0,1
YA00104331,4.2.1.2.2.1.1,1,1,0,1
YA00104296,4.2.1.2.2.1.1,1,1,0,1
CS5521-LDJ7595-W1_L3_1.fq.sorted,4.2.1.2.2.1.1,1,0,0,0
TEST0226,4.2.1.2.2.1.1,1,0,0,0
YA00070150,4.2.1.2.2.1.1,1,1,0,1
YA00070135,4.2.1.2.2.1.1,1,0,0,0
YA00070162,4.2.1.2.2.1.1,1,1,0,1
Test1123,4.2.1.2.2.1.1,1,1,0,1
Test1476,4.2.1.2.2.1.1,1,0,0,0
Test1485,4.2.1.2.2.1.1,1,0,0,0
Test1498,4.2.1.2.2.1.1,1,0,0,0
Test226,4.2.1.2.2.1.1,1,0,0,0
Test1272,4.2.1.2.2.1.1,1,0,0,0
Test1281,4.2.1.2.2.1.1,1,1,0,1
Test1313,4.2.1.2.2.1.1,1,0,0,0
Test1314,4.2.1.2.2.1.1,1,0,0,0
Test1315,4.2.1.2.2.1.1,1,0,0,0
Test509,4.2.1.2.2.1.1,1,0,0,0
Test506,4.2.1.2.2.1.1,1,0,0,0
CS5597-LDJ7616-W1_L3_1.fq.sorted,4.2.1.2.2.1.1,1,0,0,0
TEST0246,4.2.1.2.2.1.2,0,0,0,0
ERR257898,4.2.1.2.2.1.2,0,0,0,0
CS5636-LDJ7664-W1_L3_1.fq.sorted,4.2.1.2.2.1.2,0,0,0,0
ERR257899,4.2.1.2.2.1.2,0,0,0,0
Test1159,4.2.1.2.2.1.2,0,0,0,0
Test246,4.2.1.2.2.1.2,0,0,0,0
Test400,4.2.1.2.2.1.2,0,0,0,0
Test389,4.2.1.2.2.1.2,0,0,0,0
Test1377,4.2.1.2.2.1.2,0,0,0,0
CS5632-LDJ7663-W1_L3_1.fq.sorted,4.2.1.2.2.1.2,1,0,0,0
Test1199,4.2.1.2.2.1.2,1,0,0,0
CS5550-LDJ7609-W1_L3_1.fq.sorted,4.2.1.2.2.1.2,1,0,0,0
2022-072,4.2.1.2.2.2,0,0,0,0
TEST0276,4.2.1.2.2.2,0,0,0,0
Test1439,4.2.1.2.2.2,0,0,0,0
Test276,4.2.1.2.2.2,0,0,0,0
Test615,4.2.1.2.2.2,0,0,0,0
Test617,4.2.1.2.2.2,0,0,0,0
Test620,4.2.1.2.2.2,0,0,0,0
Test621,4.2.1.2.2.2,0,0,0,0
Test619,4.2.1.2.2.2,0,0,0,0
Test679,4.2.1.2.2.2,0,0,0,0
Test587,4.2.1.2.2.2,0,0,0,0
Test586,4.2.1.2.2.2,0,1,0,1
Test528,4.2.1.2.2.2,0,0,0,0
Test548,4.2.1.2.2.2,0,0,0,0
Test524,4.2.1.2.2.2,0,0,0,0
Test529,4.2.1.2.2.2,0,0,0,0
Test522,4.2.1.2.2.2,0,0,0,0
Test572,4.2.1.2.2.2,0,0,0,0
CS5656-LDJ7673-W1_L3_1.fq.sorted,4.2.1.2.2.2,1,0,0,0
Test676,4.2.1.2.2.2,1,0,0,0
CS5565-LDJ7639-W1_L3_1.fq.sorted,4.2.1.2.2.2,1,0,0,0
1773.21690_sus,4.2.2,0,0,0,0
X2518_ano_flt,4.2.2,0,0,0,0
1408946.4_sus,4.2.2,0,0,0,0
1733.3822_sus,4.2.2,0,0,0,0
1733.3610_sus,4.2.2,0,0,0,0
1733.4813_sus,4.2.2,0,0,0,0
